Account-Mapping,Acc2-Mapping,Version,Year-mapping,Month-mapping,Region-Mapping,Market-Mapping,Adj_Value_Sum
Advertising and Promotion,P&L,ACT,Y2,M06,E,E04,-0.506421171
Advertising and Promotion,P&L,ACT,Y2,M06,E,E09,-0.735920651
Advertising and Promotion,P&L,ACT,Y2,M06,E,E12,-0.785814928
Advertising and Promotion,P&L,ACT,Y2,M06,E,E16,-0.638053578
Advertising and Promotion,P&L,ACT,Y2,M06,G,G01,0.010808003
Advertising and Promotion,P&L,ACT,Y2,M06,G,G08,-0.577228444
Advertising and Promotion,P&L,ACT,Y2,M06,G,G10,-0.625347705
Advertising and Promotion,P&L,ACT,Y2,M06,G,G12,-0.283285126
Advertising and Promotion,P&L,ACT,Y2,M07,A,A01,0.030307207
Advertising and Promotion,P&L,ACT,Y2,M07,A,A03,0.258239475
Advertising and Promotion,P&L,ACT,Y2,M07,B,B01,0.136702346
Advertising and Promotion,P&L,ACT,Y2,M07,B,B03,-0.071790137
Advertising and Promotion,P&L,ACT,Y2,M07,B,B05,-0.247165055
Advertising and Promotion,P&L,ACT,Y2,M07,B,B06,-0.182130108
Advertising and Promotion,P&L,ACT,Y2,M07,B,B07,-0.32453034
Advertising and Promotion,P&L,ACT,Y2,M07,B,B08,0.031194733
Advertising and Promotion,P&L,ACT,Y2,M07,B,B17,-0.21807548
Advertising and Promotion,P&L,ACT,Y2,M07,B,B19,-0.902350004
Advertising and Promotion,P&L,ACT,Y2,M07,B,B23,0.190793286
Advertising and Promotion,P&L,ACT,Y2,M07,B,B25,0.120976124
Advertising and Promotion,P&L,ACT,Y2,M07,B,B27,0.035623126
Advertising and Promotion,P&L,ACT,Y2,M07,C,C02,-0.429402479
Advertising and Promotion,P&L,ACT,Y2,M07,C,C06,-0.348877996
Advertising and Promotion,P&L,ACT,Y2,M07,D,D04,-0.486934913
Advertising and Promotion,P&L,ACT,Y2,M07,E,E04,-0.110149659
Advertising and Promotion,P&L,ACT,Y2,M07,E,E09,-0.605189864
Advertising and Promotion,P&L,ACT,Y2,M07,E,E11,3.448078795
Advertising and Promotion,P&L,ACT,Y2,M07,E,E12,-0.608569095
Advertising and Promotion,P&L,ACT,Y2,M07,E,E16,-0.538722683
Advertising and Promotion,P&L,ACT,Y2,M07,G,G01,0.426177443
Advertising and Promotion,P&L,ACT,Y2,M07,G,G08,-0.567620986
Advertising and Promotion,P&L,ACT,Y2,M07,G,G10,-0.251544314
Advertising and Promotion,P&L,ACT,Y2,M07,G,G12,0.051456518
Advertising and Promotion,P&L,ACT,Y2,M08,A,A01,0.318873626
Advertising and Promotion,P&L,ACT,Y2,M08,A,A03,0.467736917
Advertising and Promotion,P&L,ACT,Y2,M08,B,B01,0.479554602
Advertising and Promotion,P&L,ACT,Y2,M08,B,B03,0.168790162
Advertising and Promotion,P&L,ACT,Y2,M08,B,B05,-0.338447059
Advertising and Promotion,P&L,ACT,Y2,M08,B,B06,0.387724416
Advertising and Promotion,P&L,ACT,Y2,M08,B,B07,-0.632779353
Advertising and Promotion,P&L,ACT,Y2,M08,B,B08,0.281573655
Advertising and Promotion,P&L,ACT,Y2,M08,B,B17,0.01238783
Advertising and Promotion,P&L,ACT,Y2,M08,B,B19,-0.761170394
Advertising and Promotion,P&L,ACT,Y2,M08,B,B23,0.429727381
Advertising and Promotion,P&L,ACT,Y2,M08,B,B25,0.305900816
Advertising and Promotion,P&L,ACT,Y2,M08,B,B27,0.253940175
Advertising and Promotion,P&L,ACT,Y2,M08,C,C02,-0.247792891
Advertising and Promotion,P&L,ACT,Y2,M08,C,C06,-0.066103292
Advertising and Promotion,P&L,ACT,Y2,M08,D,D04,-0.270255764
Advertising and Promotion,P&L,ACT,Y2,M08,E,E04,0.200874764
Advertising and Promotion,P&L,ACT,Y2,M08,E,E09,-0.362400122
Advertising and Promotion,P&L,ACT,Y2,M08,E,E12,-0.472177799
Advertising and Promotion,P&L,ACT,Y2,M08,E,E16,-0.343500157
Advertising and Promotion,P&L,ACT,Y2,M08,G,G01,0.847849686
Advertising and Promotion,P&L,ACT,Y2,M08,G,G08,-0.526360212
Advertising and Promotion,P&L,ACT,Y2,M08,G,G10,0.226964553
Advertising and Promotion,P&L,ACT,Y2,M08,G,G12,0.391649458
Advertising and Promotion,P&L,ACT,Y2,M09,A,A01,0.667596325
Advertising and Promotion,P&L,ACT,Y2,M09,A,A03,0.843934137
Advertising and Promotion,P&L,ACT,Y2,M09,B,B01,0.797515653
Advertising and Promotion,P&L,ACT,Y2,M09,B,B03,0.662552411
Advertising and Promotion,P&L,ACT,Y2,M09,B,B05,-0.126140484
Advertising and Promotion,P&L,ACT,Y2,M09,B,B06,1.046313779
Advertising and Promotion,P&L,ACT,Y2,M09,B,B07,-0.632779353
Advertising and Promotion,P&L,ACT,Y2,M09,B,B08,0.703889137
Advertising and Promotion,P&L,ACT,Y2,M09,B,B17,0.279338618
Advertising and Promotion,P&L,ACT,Y2,M09,B,B19,0.268917871
Advertising and Promotion,P&L,ACT,Y2,M09,B,B23,0.696951286
Advertising and Promotion,P&L,ACT,Y2,M09,B,B25,0.468481682
Advertising and Promotion,P&L,ACT,Y2,M09,B,B27,0.417960598
Advertising and Promotion,P&L,ACT,Y2,M09,C,C02,0.00792524
Advertising and Promotion,P&L,ACT,Y2,M09,C,C06,0.230594504
Advertising and Promotion,P&L,ACT,Y2,M09,D,D04,-0.208620397
Advertising and Promotion,P&L,ACT,Y2,M09,E,E04,0.228414688
Advertising and Promotion,P&L,ACT,Y2,M09,E,E09,-0.520912541
Advertising and Promotion,P&L,ACT,Y2,M09,E,E12,-0.060061102
Advertising and Promotion,P&L,ACT,Y2,M09,E,E16,-0.199775411
Advertising and Promotion,P&L,ACT,Y2,M09,G,G01,0.888705049
Advertising and Promotion,P&L,ACT,Y2,M09,G,G08,-0.570975345
Advertising and Promotion,P&L,ACT,Y2,M09,G,G10,0.578872493
Advertising and Promotion,P&L,ACT,Y2,M09,G,G12,0.564950151
Advertising and Promotion,P&L,ACT,Y2,M10,A,A01,1.055749013
Advertising and Promotion,P&L,ACT,Y2,M10,A,A03,1.144025381
Advertising and Promotion,P&L,ACT,Y2,M10,B,B01,1.062435453
Advertising and Promotion,P&L,ACT,Y2,M10,B,B03,1.05843357
Advertising and Promotion,P&L,ACT,Y2,M10,B,B05,0.159272172
Advertising and Promotion,P&L,ACT,Y2,M10,B,B06,1.234090114
Advertising and Promotion,P&L,ACT,Y2,M10,B,B07,-0.604594029
Advertising and Promotion,P&L,ACT,Y2,M10,B,B08,1.135075583
Advertising and Promotion,P&L,ACT,Y2,M10,B,B17,0.467937727
Advertising and Promotion,P&L,ACT,Y2,M10,B,B19,0.782654786
Advertising and Promotion,P&L,ACT,Y2,M10,B,B23,1.052347385
Advertising and Promotion,P&L,ACT,Y2,M10,B,B25,0.436720479
Advertising and Promotion,P&L,ACT,Y2,M10,B,B27,0.50594072
Advertising and Promotion,P&L,ACT,Y2,M10,C,C02,0.312924875
Advertising and Promotion,P&L,ACT,Y2,M10,C,C06,0.496211459
Advertising and Promotion,P&L,ACT,Y2,M10,D,D04,-0.225929991
Advertising and Promotion,P&L,ACT,Y2,M10,E,E04,0.356559001
Advertising and Promotion,P&L,ACT,Y2,M10,E,E09,-0.274882618
Advertising and Promotion,P&L,ACT,Y2,M10,E,E12,0.177146618
Advertising and Promotion,P&L,ACT,Y2,M10,E,E16,-0.083253264
Advertising and Promotion,P&L,ACT,Y2,M10,G,G01,1.045511404
Advertising and Promotion,P&L,ACT,Y2,M10,G,G08,-0.516335206
Advertising and Promotion,P&L,ACT,Y2,M10,G,G10,0.815951956
Advertising and Promotion,P&L,ACT,Y2,M10,G,G12,0.878003098
Advertising and Promotion,P&L,ACT,Y2,M11,A,A01,1.370278793
Advertising and Promotion,P&L,ACT,Y2,M11,A,A03,1.565598602
Advertising and Promotion,P&L,ACT,Y2,M11,B,B01,1.138602002
Advertising and Promotion,P&L,ACT,Y2,M11,B,B03,1.093260451
Advertising and Promotion,P&L,ACT,Y2,M11,B,B05,0.263846042
Advertising and Promotion,P&L,ACT,Y2,M11,B,B06,1.519261321
Advertising and Promotion,P&L,ACT,Y2,M11,B,B07,-0.604594029
Advertising and Promotion,P&L,ACT,Y2,M11,B,B08,1.553939347
Advertising and Promotion,P&L,ACT,Y2,M11,B,B17,0.733466327
Advertising and Promotion,P&L,ACT,Y2,M11,B,B19,0.540819342
Advertising and Promotion,P&L,ACT,Y2,M11,B,B23,1.072129691
Advertising and Promotion,P&L,ACT,Y2,M11,B,B25,0.566627857
Advertising and Promotion,P&L,ACT,Y2,M11,B,B27,0.647125752
Advertising and Promotion,P&L,ACT,Y2,M11,C,C02,1.032024626
Advertising and Promotion,P&L,ACT,Y2,M11,C,C06,0.751280618
Advertising and Promotion,P&L,ACT,Y2,M11,D,D04,-0.124951816
Advertising and Promotion,P&L,ACT,Y2,M11,E,E04,0.350929034
Advertising and Promotion,P&L,ACT,Y2,M11,E,E09,-0.156553097
Advertising and Promotion,P&L,ACT,Y2,M11,E,E12,0.385316192
Advertising and Promotion,P&L,ACT,Y2,M11,E,E16,0.005195072
Advertising and Promotion,P&L,ACT,Y2,M11,G,G01,1.274101703
Advertising and Promotion,P&L,ACT,Y2,M11,G,G08,-0.547003981
Advertising and Promotion,P&L,ACT,Y2,M11,G,G10,0.948529754
Advertising and Promotion,P&L,ACT,Y2,M11,G,G12,1.233168555
Advertising and Promotion,P&L,ACT,Y2,M12,A,A01,1.724314547
Advertising and Promotion,P&L,ACT,Y2,M12,A,A03,2.071732969
Advertising and Promotion,P&L,ACT,Y2,M12,B,B01,1.255077745
Advertising and Promotion,P&L,ACT,Y2,M12,B,B03,1.328932448
Advertising and Promotion,P&L,ACT,Y2,M12,B,B05,1.950920975
Advertising and Promotion,P&L,ACT,Y2,M12,B,B06,2.020262489
Advertising and Promotion,P&L,ACT,Y2,M12,B,B07,2.97538942
Advertising and Promotion,P&L,ACT,Y2,M12,B,B08,2.13104509
Advertising and Promotion,P&L,ACT,Y2,M12,B,B17,0.950378811
Advertising and Promotion,P&L,ACT,Y2,M12,B,B19,1.552606548
Advertising and Promotion,P&L,ACT,Y2,M12,B,B23,1.066162442
Advertising and Promotion,P&L,ACT,Y2,M12,B,B25,0.532632631
Advertising and Promotion,P&L,ACT,Y2,M12,B,B27,0.800742523
Advertising and Promotion,P&L,ACT,Y2,M12,C,C02,1.463944363
Advertising and Promotion,P&L,ACT,Y2,M12,C,C06,1.071066368
Advertising and Promotion,P&L,ACT,Y2,M12,D,D04,-0.012313104
Advertising and Promotion,P&L,ACT,Y2,M12,E,E04,0.497558408
Advertising and Promotion,P&L,ACT,Y2,M12,E,E09,0.023838698
Advertising and Promotion,P&L,ACT,Y2,M12,E,E12,0.591223053
Advertising and Promotion,P&L,ACT,Y2,M12,E,E16,-0.018986185
Advertising and Promotion,P&L,ACT,Y2,M12,G,G01,1.583050807
Advertising and Promotion,P&L,ACT,Y2,M12,G,G08,-0.53403865
Advertising and Promotion,P&L,ACT,Y2,M12,G,G10,1.473739753
Advertising and Promotion,P&L,ACT,Y2,M12,G,G12,1.678908455
Advertising and Promotion,P&L,ACT,Y3,M02,A,A01,-1.4623428
Advertising and Promotion,P&L,ACT,Y3,M02,A,A03,-1.425203536
Advertising and Promotion,P&L,ACT,Y3,M02,B,B01,-1.576554584
Advertising and Promotion,P&L,ACT,Y3,M02,B,B03,-1.375401823
Advertising and Promotion,P&L,ACT,Y3,M02,B,B05,-1.679454503
Advertising and Promotion,P&L,ACT,Y3,M02,B,B06,-0.980951008
Advertising and Promotion,P&L,ACT,Y3,M02,B,B07,0.430182023
Advertising and Promotion,P&L,ACT,Y3,M02,B,B08,-1.491199828
Advertising and Promotion,P&L,ACT,Y3,M02,B,B17,-1.469097177
Advertising and Promotion,P&L,ACT,Y3,M02,B,B19,-0.616069128
Advertising and Promotion,P&L,ACT,Y3,M02,B,B23,-1.659310631
Advertising and Promotion,P&L,ACT,Y3,M02,B,B25,-1.325105344
Advertising and Promotion,P&L,ACT,Y3,M02,B,B27,-1.683257926
Advertising and Promotion,P&L,ACT,Y3,M02,C,C02,-1.225124714
Advertising and Promotion,P&L,ACT,Y3,M02,C,C06,-1.78743336
Advertising and Promotion,P&L,ACT,Y3,M02,D,D04,-1.088975423
Advertising and Promotion,P&L,ACT,Y3,M02,E,E04,-0.956975034
Advertising and Promotion,P&L,ACT,Y3,M02,E,E09,-1.289987664
Advertising and Promotion,P&L,ACT,Y3,M02,E,E12,-1.384659983
Advertising and Promotion,P&L,ACT,Y3,M02,E,E16,-1.618476684
Advertising and Promotion,P&L,ACT,Y3,M02,G,G01,-1.543907783
Advertising and Promotion,P&L,ACT,Y3,M02,G,G08,-0.546294412
Advertising and Promotion,P&L,ACT,Y3,M02,G,G10,-1.657009208
Advertising and Promotion,P&L,ACT,Y3,M02,G,G12,-1.778659662
Advertising and Promotion,P&L,ACT,Y3,M03,A,A01,-1.044001707
Advertising and Promotion,P&L,ACT,Y3,M03,A,A03,-1.016654252
Advertising and Promotion,P&L,ACT,Y3,M03,B,B01,-1.15952748
Advertising and Promotion,P&L,ACT,Y3,M03,B,B03,-1.179786712
Advertising and Promotion,P&L,ACT,Y3,M03,B,B05,-1.565443229
Advertising and Promotion,P&L,ACT,Y3,M03,B,B06,-0.980896121
Advertising and Promotion,P&L,ACT,Y3,M03,B,B07,0.430182023
Advertising and Promotion,P&L,ACT,Y3,M03,B,B08,-1.193063191
Advertising and Promotion,P&L,ACT,Y3,M03,B,B17,-1.185246522
Advertising and Promotion,P&L,ACT,Y3,M03,B,B19,-0.337631564
Advertising and Promotion,P&L,ACT,Y3,M03,B,B23,-1.330332348
Advertising and Promotion,P&L,ACT,Y3,M03,B,B25,-1.1139111
Advertising and Promotion,P&L,ACT,Y3,M03,B,B27,-1.308959444
Advertising and Promotion,P&L,ACT,Y3,M03,C,C02,-0.670706852
Advertising and Promotion,P&L,ACT,Y3,M03,C,C06,-1.24375305
Advertising and Promotion,P&L,ACT,Y3,M03,D,D04,-0.87737806
Advertising and Promotion,P&L,ACT,Y3,M03,E,E04,-0.685302629
Advertising and Promotion,P&L,ACT,Y3,M03,E,E09,-0.714060195
Advertising and Promotion,P&L,ACT,Y3,M03,E,E12,-1.184089404
Advertising and Promotion,P&L,ACT,Y3,M03,E,E16,-0.95987038
Advertising and Promotion,P&L,ACT,Y3,M03,G,G01,-1.273218113
Advertising and Promotion,P&L,ACT,Y3,M03,G,G08,-0.475499284
Advertising and Promotion,P&L,ACT,Y3,M03,G,G10,-1.182846901
Advertising and Promotion,P&L,ACT,Y3,M03,G,G12,-1.340790994
Advertising and Promotion,P&L,ACT,Y3,M04,A,A01,-0.806348742
Advertising and Promotion,P&L,ACT,Y3,M04,A,A03,-0.590261985
Advertising and Promotion,P&L,ACT,Y3,M04,B,B01,-0.819421816
Advertising and Promotion,P&L,ACT,Y3,M04,B,B03,-0.808437867
Advertising and Promotion,P&L,ACT,Y3,M04,B,B05,-1.529594776
Advertising and Promotion,P&L,ACT,Y3,M04,B,B06,-0.37982279
Advertising and Promotion,P&L,ACT,Y3,M04,B,B07,1.129278703
Advertising and Promotion,P&L,ACT,Y3,M04,B,B08,-0.931694429
Advertising and Promotion,P&L,ACT,Y3,M04,B,B17,-0.889504494
Advertising and Promotion,P&L,ACT,Y3,M04,B,B19,0.010088586
Advertising and Promotion,P&L,ACT,Y3,M04,B,B23,-1.021114952
Advertising and Promotion,P&L,ACT,Y3,M04,B,B25,-1.017610035
Advertising and Promotion,P&L,ACT,Y3,M04,B,B27,-1.1028066
Advertising and Promotion,P&L,ACT,Y3,M04,C,C02,-0.491460669
Advertising and Promotion,P&L,ACT,Y3,M04,C,C06,-0.804847518
Advertising and Promotion,P&L,ACT,Y3,M04,D,D04,-0.778867759
Advertising and Promotion,P&L,ACT,Y3,M04,E,E04,-0.399756374
Advertising and Promotion,P&L,ACT,Y3,M04,E,E09,-0.948522904
Advertising and Promotion,P&L,ACT,Y3,M04,E,E11,-0.281438139
Advertising and Promotion,P&L,ACT,Y3,M04,E,E12,-0.814654533
Advertising and Promotion,P&L,ACT,Y3,M04,E,E16,-0.795011131
Advertising and Promotion,P&L,ACT,Y3,M04,G,G01,-1.005323256
Advertising and Promotion,P&L,ACT,Y3,M04,G,G08,-0.472218432
Advertising and Promotion,P&L,ACT,Y3,M04,G,G10,-0.813798483
Advertising and Promotion,P&L,ACT,Y3,M04,G,G12,-0.917042839
Advertising and Promotion,P&L,ACT,Y3,M05,A,A01,-0.55350205
Advertising and Promotion,P&L,ACT,Y3,M05,A,A03,-0.211994063
Advertising and Promotion,P&L,ACT,Y3,M05,B,B01,-0.500338538
Advertising and Promotion,P&L,ACT,Y3,M05,B,B03,-0.578519796
Advertising and Promotion,P&L,ACT,Y3,M05,B,B05,-1.132428785
Advertising and Promotion,P&L,ACT,Y3,M05,B,B06,-0.24655587
Advertising and Promotion,P&L,ACT,Y3,M05,B,B07,1.296880716
Advertising and Promotion,P&L,ACT,Y3,M05,B,B08,-0.516599725
Advertising and Promotion,P&L,ACT,Y3,M05,B,B17,-0.675632128
Advertising and Promotion,P&L,ACT,Y3,M05,B,B19,0.759124851
Advertising and Promotion,P&L,ACT,Y3,M05,B,B23,-0.714382125
Advertising and Promotion,P&L,ACT,Y3,M05,B,B25,-0.685214519
Advertising and Promotion,P&L,ACT,Y3,M05,B,B27,-0.792414421
Advertising and Promotion,P&L,ACT,Y3,M05,C,C02,-0.163944712
Advertising and Promotion,P&L,ACT,Y3,M05,C,C06,-0.397257222
Advertising and Promotion,P&L,ACT,Y3,M05,D,D04,-0.64974452
Advertising and Promotion,P&L,ACT,Y3,M05,E,E04,-0.100145958
Advertising and Promotion,P&L,ACT,Y3,M05,E,E09,-0.52510456
Advertising and Promotion,P&L,ACT,Y3,M05,E,E11,-0.223931132
Advertising and Promotion,P&L,ACT,Y3,M05,E,E12,-0.774172398
Advertising and Promotion,P&L,ACT,Y3,M05,E,E16,-0.441805351
Advertising and Promotion,P&L,ACT,Y3,M05,G,G01,-0.548497576
Advertising and Promotion,P&L,ACT,Y3,M05,G,G08,-0.442738681
Advertising and Promotion,P&L,ACT,Y3,M05,G,G10,-0.414609845
Advertising and Promotion,P&L,ACT,Y3,M05,G,G12,-0.580486493
Advertising and Promotion,P&L,ACT,Y3,M06,A,A01,-0.253488004
Advertising and Promotion,P&L,ACT,Y3,M06,A,A03,0.052304967
Advertising and Promotion,P&L,ACT,Y3,M06,B,B01,-0.073275419
Advertising and Promotion,P&L,ACT,Y3,M06,B,B03,-0.277762252
Advertising and Promotion,P&L,ACT,Y3,M06,B,B05,-0.660042134
Advertising and Promotion,P&L,ACT,Y3,M06,B,B06,-0.256270962
Advertising and Promotion,P&L,ACT,Y3,M06,B,B07,1.296880716
Advertising and Promotion,P&L,ACT,Y3,M06,B,B08,-0.139722911
Advertising and Promotion,P&L,ACT,Y3,M06,B,B17,-0.455313124
Advertising and Promotion,P&L,ACT,Y3,M06,B,B19,1.066321224
Advertising and Promotion,P&L,ACT,Y3,M06,B,B23,-0.451960291
Advertising and Promotion,P&L,ACT,Y3,M06,B,B25,-0.532870753
Advertising and Promotion,P&L,ACT,Y3,M06,B,B27,-0.553035478
Advertising and Promotion,P&L,ACT,Y3,M06,C,C02,0.435836973
Advertising and Promotion,P&L,ACT,Y3,M06,C,C06,-0.047375093
Advertising and Promotion,P&L,ACT,Y3,M06,D,D04,-0.394250312
Advertising and Promotion,P&L,ACT,Y3,M06,E,E04,0.006410526
Advertising and Promotion,P&L,ACT,Y3,M06,E,E09,-0.406846304
Advertising and Promotion,P&L,ACT,Y3,M06,E,E11,-0.223931132
Advertising and Promotion,P&L,ACT,Y3,M06,E,E12,-0.135800265
Advertising and Promotion,P&L,ACT,Y3,M06,E,E16,-0.166124826
Advertising and Promotion,P&L,ACT,Y3,M06,G,G01,-0.233657102
Advertising and Promotion,P&L,ACT,Y3,M06,G,G08,-0.382922652
Advertising and Promotion,P&L,ACT,Y3,M06,G,G10,-0.068753142
Advertising and Promotion,P&L,ACT,Y3,M06,G,G12,-0.228972257
Advertising and Promotion,P&L,ACT,Y3,M07,A,A01,0.014995638
Advertising and Promotion,P&L,ACT,Y3,M07,A,A03,0.344092154
Advertising and Promotion,P&L,ACT,Y3,M07,B,B01,0.395832471
Advertising and Promotion,P&L,ACT,Y3,M07,B,B03,0.081830568
Advertising and Promotion,P&L,ACT,Y3,M07,B,B05,-0.510138421
Advertising and Promotion,P&L,ACT,Y3,M07,B,B06,-0.279323724
Advertising and Promotion,P&L,ACT,Y3,M07,B,B07,1.436549059
Advertising and Promotion,P&L,ACT,Y3,M07,B,B08,0.265006874
Advertising and Promotion,P&L,ACT,Y3,M07,B,B17,-0.157777605
Advertising and Promotion,P&L,ACT,Y3,M07,B,B19,1.450643496
Advertising and Promotion,P&L,ACT,Y3,M07,B,B23,0.053238152
Advertising and Promotion,P&L,ACT,Y3,M07,B,B25,-0.316330454
Advertising and Promotion,P&L,ACT,Y3,M07,B,B27,-0.209119459
Advertising and Promotion,P&L,ACT,Y3,M07,C,C02,0.757342807
Advertising and Promotion,P&L,ACT,Y3,M07,C,C06,0.249393021
Advertising and Promotion,P&L,ACT,Y3,M07,D,D04,-0.220041968
Advertising and Promotion,P&L,ACT,Y3,M07,E,E04,0.45589276
Advertising and Promotion,P&L,ACT,Y3,M07,E,E09,-0.290324135
Advertising and Promotion,P&L,ACT,Y3,M07,E,E11,-0.223931132
Advertising and Promotion,P&L,ACT,Y3,M07,E,E12,0.101996893
Advertising and Promotion,P&L,ACT,Y3,M07,E,E16,0.242798037
Advertising and Promotion,P&L,ACT,Y3,M07,G,G01,0.17456886
Advertising and Promotion,P&L,ACT,Y3,M07,G,G08,-0.338980797
Advertising and Promotion,P&L,ACT,Y3,M07,G,G10,0.220395218
Advertising and Promotion,P&L,ACT,Y3,M07,G,G12,-0.089870776
Advertising and Promotion,P&L,ACT,Y3,M08,A,A01,0.281771634
Advertising and Promotion,P&L,ACT,Y3,M08,A,A03,0.659077344
Advertising and Promotion,P&L,ACT,Y3,M08,B,B01,0.724291235
Advertising and Promotion,P&L,ACT,Y3,M08,B,B03,0.399996956
Advertising and Promotion,P&L,ACT,Y3,M08,B,B05,0.468018497
Advertising and Promotion,P&L,ACT,Y3,M08,B,B06,-0.238377628
Advertising and Promotion,P&L,ACT,Y3,M08,B,B07,1.679269991
Advertising and Promotion,P&L,ACT,Y3,M08,B,B08,0.514643702
Advertising and Promotion,P&L,ACT,Y3,M08,B,B17,0.166111135
Advertising and Promotion,P&L,ACT,Y3,M08,B,B19,1.583705278
Advertising and Promotion,P&L,ACT,Y3,M08,B,B23,0.053940685
Advertising and Promotion,P&L,ACT,Y3,M08,B,B25,-0.100441961
Advertising and Promotion,P&L,ACT,Y3,M08,B,B27,0.134330532
Advertising and Promotion,P&L,ACT,Y3,M08,C,C02,0.926440303
Advertising and Promotion,P&L,ACT,Y3,M08,C,C06,0.604525609
Advertising and Promotion,P&L,ACT,Y3,M08,D,D04,0.032524887
Advertising and Promotion,P&L,ACT,Y3,M08,E,E04,0.701473196
Advertising and Promotion,P&L,ACT,Y3,M08,E,E09,0.012753781
Advertising and Promotion,P&L,ACT,Y3,M08,E,E11,-0.223931132
Advertising and Promotion,P&L,ACT,Y3,M08,E,E12,0.312051049
Advertising and Promotion,P&L,ACT,Y3,M08,E,E16,0.458848621
Advertising and Promotion,P&L,ACT,Y3,M08,G,G01,0.608447625
Advertising and Promotion,P&L,ACT,Y3,M08,G,G08,-0.333997376
Advertising and Promotion,P&L,ACT,Y3,M08,G,G10,0.530665545
Advertising and Promotion,P&L,ACT,Y3,M08,G,G12,0.22851093
Advertising and Promotion,P&L,ACT,Y3,M09,A,A01,0.593023325
Advertising and Promotion,P&L,ACT,Y3,M09,A,A03,1.080690703
Advertising and Promotion,P&L,ACT,Y3,M09,B,B01,1.032300522
Advertising and Promotion,P&L,ACT,Y3,M09,B,B03,0.750499308
Advertising and Promotion,P&L,ACT,Y3,M09,B,B05,0.987315222
Advertising and Promotion,P&L,ACT,Y3,M09,B,B06,-0.022614751
Advertising and Promotion,P&L,ACT,Y3,M09,B,B07,1.128146258
Advertising and Promotion,P&L,ACT,Y3,M09,B,B08,0.825376424
Advertising and Promotion,P&L,ACT,Y3,M09,B,B17,0.481552356
Advertising and Promotion,P&L,ACT,Y3,M09,B,B19,1.034738823
Advertising and Promotion,P&L,ACT,Y3,M09,B,B23,0.296160407
Advertising and Promotion,P&L,ACT,Y3,M09,B,B25,0.154561104
Advertising and Promotion,P&L,ACT,Y3,M09,B,B27,0.381959904
Advertising and Promotion,P&L,ACT,Y3,M09,C,C02,1.046785774
Advertising and Promotion,P&L,ACT,Y3,M09,C,C06,0.983824371
Advertising and Promotion,P&L,ACT,Y3,M09,D,D04,0.28839194
Advertising and Promotion,P&L,ACT,Y3,M09,E,E04,0.706687784
Advertising and Promotion,P&L,ACT,Y3,M09,E,E09,0.071792133
Advertising and Promotion,P&L,ACT,Y3,M09,E,E11,-0.223931132
Advertising and Promotion,P&L,ACT,Y3,M09,E,E12,0.514886363
Advertising and Promotion,P&L,ACT,Y3,M09,E,E16,0.696385739
Advertising and Promotion,P&L,ACT,Y3,M09,G,G01,0.765066169
Advertising and Promotion,P&L,ACT,Y3,M09,G,G08,-0.208667628
Advertising and Promotion,P&L,ACT,Y3,M09,G,G10,0.8817489
Advertising and Promotion,P&L,ACT,Y3,M09,G,G12,0.673239446
Advertising and Promotion,P&L,ACT,Y3,M10,A,A01,0.989917075
Advertising and Promotion,P&L,ACT,Y3,M10,A,A03,1.497558214
Advertising and Promotion,P&L,ACT,Y3,M10,B,B01,1.261861734
Advertising and Promotion,P&L,ACT,Y3,M10,B,B03,1.075697251
Advertising and Promotion,P&L,ACT,Y3,M10,B,B05,1.28246015
Advertising and Promotion,P&L,ACT,Y3,M10,B,B06,0.277290708
Advertising and Promotion,P&L,ACT,Y3,M10,B,B07,1.196470501
Advertising and Promotion,P&L,ACT,Y3,M10,B,B08,1.163825414
Advertising and Promotion,P&L,ACT,Y3,M10,B,B17,0.814122294
Advertising and Promotion,P&L,ACT,Y3,M10,B,B19,0.46875238
Advertising and Promotion,P&L,ACT,Y3,M10,B,B23,0.580604942
Advertising and Promotion,P&L,ACT,Y3,M10,B,B25,0.312755447
Advertising and Promotion,P&L,ACT,Y3,M10,B,B27,0.418133201
Advertising and Promotion,P&L,ACT,Y3,M10,C,C02,1.23031845
Advertising and Promotion,P&L,ACT,Y3,M10,C,C06,1.263973846
Advertising and Promotion,P&L,ACT,Y3,M10,D,D04,0.429589523
Advertising and Promotion,P&L,ACT,Y3,M10,E,E04,0.745987505
Advertising and Promotion,P&L,ACT,Y3,M10,E,E09,0.104721078
Advertising and Promotion,P&L,ACT,Y3,M10,E,E11,-0.223931132
Advertising and Promotion,P&L,ACT,Y3,M10,E,E12,0.886869061
Advertising and Promotion,P&L,ACT,Y3,M10,E,E16,0.839388696
Advertising and Promotion,P&L,ACT,Y3,M10,G,G01,1.107093364
Advertising and Promotion,P&L,ACT,Y3,M10,G,G08,-0.235092638
Advertising and Promotion,P&L,ACT,Y3,M10,G,G10,1.150029997
Advertising and Promotion,P&L,ACT,Y3,M10,G,G12,0.860921517
Advertising and Promotion,P&L,ACT,Y3,M11,A,A01,1.317047359
